battle_id,attacker_faction,defender_faction,terrain,weather,att_heavy_infantry,att_spearmen,att_sword_infantry,att_archers,att_skirmishers,att_light_cavalry,att_shock_cavalry,att_artillery,def_heavy_infantry,def_spearmen,def_sword_infantry,def_archers,def_skirmishers,def_light_cavalry,def_shock_cavalry,def_artillery,att_general_rating,def_general_rating,att_avg_morale,def_avg_morale,att_fatigue,def_fortified,att_reinforcement_minute,resolution_mode,current_autoresolver_call,att_casualty_pct,def_casualty_pct,outcome
B0297,Mareth Imperium,Vharn Confederacy,hills,clear,1,13,0,1,1,7,1,2,1,1,0,13,2,1,5,0,2,4,66,73,6,0,22,auto,attacker,0.443,0.81,attacker
B0298,Latian Republic,Kessari Riders,hills,fog,11,5,0,3,1,5,0,0,1,2,11,0,2,10,3,0,1,5,74,67,24,0,15,manual,defender,0.475,0.792,attacker
B0299,Vharn Confederacy,Sable Nomads,plains,clear,4,2,1,1,0,4,6,3,0,1,4,5,3,7,0,6,5,1,79,82,6,1,20,auto,defender,0.331,0.793,attacker
B0300,Sable Nomads,Orenthal League,plains,rain,4,8,0,1,7,9,0,0,1,3,4,2,1,4,2,8,2,3,40,74,52,0,0,auto,attacker,0.463,0.785,attacker
B0301,Orenthal League,Latian Republic,plains,clear,0,0,2,15,1,3,3,0,14,2,3,1,0,1,3,1,3,5,61,77,0,0,0,auto,attacker,0.514,0.98,attacker
B0302,Orenthal League,Mareth Imperium,hills,rain,5,5,4,1,0,0,1,15,8,0,1,0,0,4,6,2,2,3,40,74,32,0,21,auto,attacker,0.66,0.427,defender
B0303,Orenthal League,Selene Dominion,hills,clear,1,0,8,13,2,1,0,3,0,4,3,3,8,1,0,3,5,5,58,42,11,0,0,manual,attacker,0.435,0.787,attacker
B0304,Vharn Confederacy,Latian Republic,marsh,rain,0,2,0,8,10,0,1,8,7,2,4,8,1,0,0,0,2,2,60,78,36,0,12,auto,attacker,0.34,0.767,attacker
B0305,Duskwood Clans,Selene Dominion,river_crossing,clear,1,1,0,0,16,2,1,1,3,4,0,2,2,7,1,9,2,3,79,66,35,1,0,auto,defender,0.69,0.348,defender
B0306,Duskwood Clans,Latian Republic,hills,clear,1,0,3,3,9,2,4,0,14,5,0,1,1,1,0,0,1,3,41,90,45,0,19,auto,attacker,0.639,0.35,defender
B0307,Sable Nomads,Duskwood Clans,plains,clear,0,4,2,0,3,16,2,1,3,1,6,3,2,1,1,2,5,4,83,80,27,0,24,manual,attacker,0.412,0.802,attacker
B0308,Selene Dominion,Vharn Confederacy,river_crossing,clear,1,2,4,2,12,1,0,5,5,11,1,1,3,0,0,0,4,2,92,49,61,0,21,auto,attacker,0.4,0.813,attacker
B0309,Latian Republic,Sable Nomads,hills,rain,1,10,3,1,0,4,4,4,2,7,0,3,2,5,1,2,3,3,53,41,0,0,20,auto,attacker,0.442,0.663,attacker
B0310,Duskwood Clans,Selene Dominion,forest,fog,3,1,1,2,8,1,3,2,2,4,1,1,7,0,1,6,4,5,67,74,22,0,22,auto,attacker,0.41,0.91,attacker
B0311,Selene Dominion,Orenthal League,marsh,clear,4,5,2,6,1,0,2,4,1,0,5,3,6,3,0,3,2,5,65,59,61,0,0,manual,attacker,0.75,0.502,defender
B0312,Sable Nomads,Orenthal League,forest,rain,6,1,1,4,4,4,0,4,1,4,2,4,1,2,5,3,5,3,69,56,18,1,0,auto,attacker,0.516,0.815,attacker
B0313,Sable Nomads,Duskwood Clans,plains,clear,2,3,0,2,11,5,1,0,5,1,2,0,1,5,5,2,3,1,52,75,46,0,0,auto,attacker,0.913,0.415,defender
B0314,Mareth Imperium,Selene Dominion,plains,clear,4,1,1,0,0,0,11,8,1,1,6,1,11,2,0,1,5,1,91,48,47,1,0,manual,attacker,0.402,0.664,attacker
B0315,Mareth Imperium,Vharn Confederacy,forest,clear,4,6,0,2,3,3,1,5,7,4,0,2,0,2,5,3,3,3,81,90,36,0,14,auto,attacker,0.745,0.445,defender
B0316,Sable Nomads,Duskwood Clans,plains,rain,1,0,4,5,1,9,1,0,10,0,5,4,5,1,0,0,3,5,50,64,2,0,0,auto,defender,0.439,0.681,attacker
B0317,Kessari Riders,Selene Dominion,river_crossing,clear,3,4,1,4,1,1,6,2,0,1,0,8,0,0,5,10,5,1,63,74,37,1,0,auto,defender,0.521,0.821,attacker
B0318,Latian Republic,Mareth Imperium,forest,clear,6,2,8,2,2,1,0,1,1,3,0,0,0,0,13,5,4,5,87,73,78,0,0,manual,attacker,0.386,0.914,attacker
B0319,Kessari Riders,Selene Dominion,plains,clear,1,7,0,7,0,5,3,2,0,2,1,8,3,0,10,2,2,5,66,78,41,0,0,auto,attacker,0.473,0.742,attacker
B0320,Sable Nomads,Kessari Riders,forest,clear,0,1,2,7,1,7,0,8,2,0,3,4,6,6,4,2,4,5,97,48,41,0,14,auto,attacker,0.935,0.391,defender
B0321,Kessari Riders,Mareth Imperium,plains,rain,10,0,0,1,5,7,1,1,7,3,0,1,0,1,10,1,5,2,89,48,69,0,0,auto,attacker,0.579,0.482,defender
B0322,Latian Republic,Duskwood Clans,marsh,rain,9,5,2,3,1,1,4,2,0,1,2,7,10,2,0,1,2,1,74,75,3,1,0,auto,attacker,0.444,0.738,attacker
B0323,Mareth Imperium,Duskwood Clans,plains,rain,15,1,0,3,0,0,3,0,1,0,9,0,4,1,10,1,2,4,70,67,45,0,11,auto,defender,0.44,0.741,attacker
B0324,Selene Dominion,Sable Nomads,plains,rain,12,4,0,3,4,1,0,2,6,0,4,2,3,4,0,2,1,2,89,87,40,1,19,manual,attacker,0.765,0.387,defender
B0325,Vharn Confederacy,Selene Dominion,river_crossing,clear,3,14,1,2,2,0,1,0,0,1,0,5,0,6,5,2,5,3,83,49,18,0,0,auto,attacker,0.269,0.757,attacker
B0326,Latian Republic,Vharn Confederacy,plains,rain,6,2,6,3,3,0,2,0,3,11,2,7,1,1,0,1,4,5,70,60,48,0,0,auto,defender,0.665,0.451,defender
B0327,Mareth Imperium,Selene Dominion,forest,clear,3,5,7,3,0,1,1,0,5,1,3,1,1,1,12,3,5,1,71,48,2,1,22,manual,defender,0.394,0.926,attacker
B0328,Kessari Riders,Latian Republic,hills,clear,0,2,0,2,1,3,11,0,6,5,11,2,0,1,0,0,1,3,60,86,33,0,0,auto,defender,0.769,0.416,defender
B0329,Duskwood Clans,Kessari Riders,hills,clear,0,3,1,3,8,3,8,0,0,1,1,2,7,3,6,1,5,4,67,65,22,0,0,manual,attacker,0.467,0.662,attacker
B0330,Vharn Confederacy,Latian Republic,plains,clear,5,7,1,4,4,1,0,2,5,8,3,1,0,1,5,1,1,3,62,100,16,0,25,auto,attacker,0.849,0.502,defender
B0331,Mareth Imperium,Duskwood Clans,marsh,clear,3,6,1,1,7,0,3,2,3,4,1,2,11,8,0,0,1,1,69,81,37,0,0,manual,defender,0.678,0.321,defender
B0332,Mareth Imperium,Latian Republic,plains,fog,8,3,1,0,0,0,3,7,10,2,3,1,1,4,6,1,3,4,44,68,25,0,18,auto,defender,0.626,0.512,defender
B0333,Selene Dominion,Kessari Riders,forest,rain,5,0,6,3,6,0,1,4,3,6,2,7,1,2,1,0,2,4,48,87,19,0,0,auto,attacker,0.792,0.435,defender
B0334,Mareth Imperium,Duskwood Clans,hills,fog,7,4,2,5,0,2,1,2,0,1,8,1,6,3,1,3,3,5,42,40,12,1,10,auto,attacker,0.448,0.709,attacker
B0335,Kessari Riders,Vharn Confederacy,plains,clear,0,0,0,0,9,10,1,5,0,10,0,1,2,1,2,0,1,1,58,53,32,0,16,auto,attacker,0.696,0.387,defender
B0336,Vharn Confederacy,Selene Dominion,forest,clear,4,4,1,1,8,0,0,3,1,2,0,3,3,1,1,9,4,1,89,87,20,0,0,auto,attacker,0.369,0.832,attacker
B0337,Orenthal League,Selene Dominion,plains,rain,0,5,2,0,2,8,0,12,1,5,0,12,0,2,2,3,3,1,62,63,43,0,0,auto,attacker,0.404,0.778,attacker
B0338,Kessari Riders,Duskwood Clans,plains,fog,1,1,0,2,1,3,9,5,9,5,2,2,6,1,3,0,4,3,100,51,0,1,0,auto,defender,0.85,0.482,defender
B0339,Sable Nomads,Latian Republic,plains,rain,7,4,1,0,1,1,4,5,7,2,2,2,3,1,4,3,2,3,95,73,37,1,0,auto,defender,0.721,0.447,defender
B0340,Orenthal League,Latian Republic,plains,rain,1,4,11,1,1,4,0,1,2,0,5,6,2,1,2,1,3,4,67,69,47,1,0,auto,attacker,0.424,0.788,attacker
B0341,Selene Dominion,Latian Republic,plains,clear,0,5,0,6,12,0,0,1,4,15,4,0,0,0,2,0,3,2,76,84,55,0,0,auto,attacker,0.596,0.544,defender
B0342,Orenthal League,Mareth Imperium,river_crossing,clear,7,9,1,4,0,5,1,1,1,0,1,1,0,1,15,2,2,3,69,68,50,1,21,auto,attacker,0.343,0.629,attacker
B0343,Kessari Riders,Sable Nomads,plains,clear,7,0,0,0,1,7,5,0,2,1,0,5,4,3,1,0,5,2,67,79,67,0,21,auto,attacker,0.41,0.696,attacker
B0344,Latian Republic,Duskwood Clans,river_crossing,rain,8,0,9,0,1,1,1,1,4,1,1,4,9,4,3,0,3,4,42,72,33,0,0,auto,defender,0.787,0.44,defender
B0345,Latian Republic,Kessari Riders,forest,clear,3,3,9,8,2,3,1,0,1,0,0,4,1,10,2,2,2,4,83,60,2,1,0,auto,attacker,0.425,0.812,attacker
B0346,Sable Nomads,Mareth Imperium,plains,clear,0,8,0,6,1,7,3,3,5,2,0,2,0,3,7,4,2,3,85,73,56,0,22,auto,attacker,0.535,0.711,attacker
B0347,Mareth Imperium,Vharn Confederacy,plains,fog,3,3,1,11,1,4,3,0,11,3,0,7,0,2,1,1,3,1,69,92,33,1,0,auto,attacker,0.559,0.775,attacker
B0348,Vharn Confederacy,Latian Republic,plains,clear,6,9,3,0,1,0,3,0,17,3,1,0,1,0,1,4,2,4,92,61,50,0,0,auto,defender,0.856,0.489,defender
B0349,Vharn Confederacy,Kessari Riders,hills,rain,1,12,0,2,0,2,4,0,11,3,0,5,0,2,5,2,5,2,82,77,61,0,25,manual,defender,0.513,0.654,attacker
B0350,Selene Dominion,Vharn Confederacy,plains,clear,2,6,1,4,2,0,0,2,3,2,4,4,2,1,2,1,2,2,54,65,60,0,10,auto,defender,0.692,0.453,defender
B0351,Kessari Riders,Mareth Imperium,hills,rain,0,0,3,1,1,12,11,0,3,1,1,9,1,0,3,5,3,1,73,78,11,0,0,auto,attacker,0.247,0.737,attacker
B0352,Orenthal League,Selene Dominion,forest,rain,3,9,0,3,0,2,1,2,2,0,1,2,3,7,7,10,1,5,88,92,30,1,21,manual,defender,0.405,0.82,attacker
B0353,Mareth Imperium,Kessari Riders,forest,fog,9,2,0,0,2,0,4,4,5,8,5,0,1,3,3,1,3,4,95,70,34,1,0,manual,defender,0.738,0.374,defender
B0354,Latian Republic,Orenthal League,hills,clear,11,0,1,3,0,8,1,0,4,4,4,5,0,1,3,5,3,1,76,72,65,0,0,manual,attacker,0.437,0.849,attacker
B0355,Selene Dominion,Orenthal League,plains,clear,2,1,0,3,2,0,9,6,7,2,11,1,1,2,2,0,4,3,63,80,45,0,19,manual,defender,0.689,0.333,defender
B0356,Sable Nomads,Mareth Imperium,hills,fog,1,0,2,10,3,8,0,2,0,2,0,2,2,3,8,3,5,1,66,52,48,1,12,auto,attacker,0.808,0.422,defender
B0357,Duskwood Clans,Orenthal League,marsh,clear,1,1,3,1,8,1,0,4,8,2,4,7,4,1,2,0,1,3,63,69,50,0,0,manual,defender,0.624,0.212,defender
B0358,Kessari Riders,Duskwood Clans,river_crossing,clear,1,0,6,0,6,2,7,0,0,1,2,1,12,4,0,0,2,4,56,71,0,0,0,auto,attacker,0.482,0.667,attacker
B0359,Duskwood Clans,Selene Dominion,marsh,rain,1,10,3,2,4,1,1,1,3,5,1,4,3,0,2,5,4,1,66,64,0,0,14,auto,attacker,0.436,0.656,attacker
B0360,Mareth Imperium,Kessari Riders,hills,rain,2,4,8,2,0,5,2,2,2,0,1,1,6,4,1,4,1,1,70,100,33,0,0,auto,attacker,0.54,0.824,attacker
B0361,Sable Nomads,Latian Republic,plains,clear,15,1,0,1,2,6,0,1,3,2,5,1,1,4,4,5,4,4,64,40,56,0,0,auto,attacker,0.485,0.794,attacker
B0362,Sable Nomads,Selene Dominion,hills,fog,2,6,1,4,1,3,1,1,0,1,10,4,2,2,0,3,4,5,90,86,15,0,0,auto,defender,0.851,0.418,defender
B0363,Duskwood Clans,Kessari Riders,river_crossing,rain,4,3,2,2,3,9,2,1,0,1,9,3,1,7,0,1,2,3,76,49,48,1,11,manual,attacker,0.412,0.687,attacker
B0364,Selene Dominion,Sable Nomads,plains,clear,2,4,0,5,4,0,6,4,1,0,1,13,6,1,0,1,4,1,93,68,32,0,0,auto,attacker,0.382,0.824,attacker
B0365,Duskwood Clans,Kessari Riders,hills,fog,2,2,8,3,4,2,4,1,5,3,1,1,0,4,6,0,3,5,73,62,28,1,0,auto,attacker,0.75,0.367,defender
B0366,Vharn Confederacy,Kessari Riders,plains,fog,1,8,3,1,0,4,0,1,1,2,0,1,2,13,4,0,2,4,69,65,32,0,0,auto,defender,0.45,0.797,attacker
B0367,Vharn Confederacy,Sable Nomads,plains,fog,2,1,3,5,8,7,0,1,0,0,2,5,4,9,4,4,4,1,66,71,49,0,0,auto,attacker,0.743,0.362,defender
B0368,Kessari Riders,Selene Dominion,hills,clear,0,1,0,0,9,1,9,3,1,3,0,3,3,6,2,7,5,1,98,64,29,1,0,manual,defender,0.46,0.769,attacker
B0369,Kessari Riders,Latian Republic,forest,clear,0,1,1,3,14,0,4,2,3,3,19,0,0,0,1,0,1,1,72,65,53,1,0,manual,defender,0.776,0.427,defender
B0370,Sable Nomads,Vharn Confederacy,forest,clear,0,0,4,0,7,2,4,3,0,5,1,11,0,1,0,1,1,1,62,52,49,0,0,auto,attacker,0.587,0.708,attacker
B0371,Vharn Confederacy,Duskwood Clans,hills,clear,1,8,1,1,1,7,4,0,2,0,0,6,8,1,7,1,5,5,100,98,11,0,0,auto,attacker,0.335,0.664,attacker
B0372,Duskwood Clans,Sable Nomads,hills,clear,2,5,3,1,4,6,0,6,0,0,4,0,12,6,1,1,3,1,55,73,59,0,20,manual,attacker,0.381,0.769,attacker
B0373,Orenthal League,Mareth Imperium,forest,clear,0,4,7,5,1,4,0,2,5,7,0,0,0,2,11,1,5,5,70,79,57,1,7,auto,defender,0.831,0.461,defender
B0374,Mareth Imperium,Vharn Confederacy,marsh,clear,7,6,1,0,1,0,2,10,15,3,2,0,1,1,1,3,5,1,60,56,18,0,0,auto,attacker,0.819,0.433,defender
B0375,Kessari Riders,Vharn Confederacy,hills,clear,4,0,0,3,4,0,7,4,1,8,1,5,0,2,7,0,1,5,72,74,44,0,15,auto,attacker,0.575,0.336,defender
B0376,Kessari Riders,Selene Dominion,plains,clear,1,1,1,0,8,4,2,0,2,5,2,7,1,0,0,1,4,4,76,79,64,1,0,manual,defender,0.418,0.946,attacker
B0377,Duskwood Clans,Selene Dominion,river_crossing,fog,0,4,3,2,4,6,2,1,0,3,0,7,1,4,2,4,5,5,61,81,48,1,17,auto,attacker,0.495,0.899,attacker
B0378,Sable Nomads,Kessari Riders,marsh,clear,1,2,2,4,11,3,1,0,0,0,2,2,1,1,14,2,3,2,58,59,36,0,0,manual,attacker,0.743,0.415,defender
B0379,Orenthal League,Duskwood Clans,plains,clear,2,6,3,3,1,7,0,3,2,0,5,3,2,4,0,4,5,5,90,87,57,0,0,manual,attacker,0.464,0.56,attacker
B0380,Orenthal League,Latian Republic,forest,rain,6,4,0,1,0,7,1,1,1,5,1,1,0,11,2,3,4,3,52,45,44,0,6,auto,defender,0.507,0.748,attacker
B0381,Duskwood Clans,Sable Nomads,marsh,fog,2,0,7,3,4,0,0,5,0,0,4,2,5,16,1,1,5,4,80,63,19,0,24,auto,defender,0.889,0.402,defender
B0382,Duskwood Clans,Sable Nomads,marsh,clear,3,2,1,2,4,4,5,0,1,3,1,9,4,3,2,0,2,4,83,49,28,0,7,auto,attacker,0.482,0.864,attacker
B0383,Mareth Imperium,Orenthal League,plains,rain,11,4,2,2,4,0,1,0,2,2,3,4,3,2,6,6,5,1,71,71,57,0,6,auto,defender,0.772,0.575,defender
B0384,Mareth Imperium,Kessari Riders,river_crossing,fog,5,9,4,2,0,2,3,0,4,3,2,0,2,11,2,0,5,3,73,85,38,0,0,auto,attacker,0.352,0.827,attacker
B0385,Vharn Confederacy,Latian Republic,river_crossing,clear,3,7,3,3,8,0,1,4,8,1,5,0,0,3,6,0,2,2,46,93,41,0,0,manual,attacker,0.83,0.453,defender
B0386,Latian Republic,Mareth Imperium,plains,clear,3,10,4,0,0,1,9,0,14,1,0,3,4,0,5,0,5,2,70,58,43,0,0,auto,attacker,0.398,0.708,attacker
B0387,Duskwood Clans,Selene Dominion,plains,clear,0,0,11,1,4,1,6,0,1,3,0,2,11,0,6,5,1,1,60,94,36,0,0,auto,defender,0.389,0.904,attacker
B0388,Duskwood Clans,Selene Dominion,hills,clear,0,1,2,2,4,12,0,1,2,2,0,5,2,1,1,8,2,4,63,57,41,1,0,auto,attacker,0.435,0.857,attacker
B0389,Orenthal League,Vharn Confederacy,plains,clear,0,2,1,1,3,10,3,1,1,6,1,8,3,1,1,0,1,4,59,94,4,0,5,auto,attacker,0.431,0.743,attacker
B0390,Vharn Confederacy,Kessari Riders,plains,rain,2,4,1,8,0,1,0,4,16,1,0,1,1,1,4,0,5,2,69,40,56,0,0,auto,defender,0.833,0.376,defender
B0391,Vharn Confederacy,Kessari Riders,plains,rain,14,4,3,1,0,2,0,0,1,9,0,3,1,1,5,2,2,1,60,72,74,1,10,auto,attacker,0.847,0.402,defender
B0392,Orenthal League,Mareth Imperium,plains,clear,3,1,7,4,2,5,1,0,6,10,0,3,0,0,6,0,1,5,40,89,60,0,5,auto,attacker,0.737,0.368,defender
B0393,Kessari Riders,Mareth Imperium,forest,clear,1,1,4,0,1,4,12,1,2,6,0,0,1,0,15,5,3,4,48,51,27,0,10,auto,defender,0.903,0.318,defender
B0394,Orenthal League,Vharn Confederacy,hills,fog,4,6,3,2,1,4,0,1,13,2,1,4,1,2,0,2,5,3,56,64,47,0,0,auto,defender,0.666,0.505,defender
B0395,Duskwood Clans,Orenthal League,forest,fog,2,2,0,5,5,1,2,9,5,4,1,0,0,10,4,1,4,2,40,60,26,0,0,auto,attacker,0.8,0.438,defender
B0396,Selene Dominion,Mareth Imperium,river_crossing,rain,1,0,0,13,2,2,3,3,0,5,3,4,0,3,6,0,2,5,90,80,29,1,9,auto,attacker,0.795,0.246,defender
B0397,Kessari Riders,Mareth Imperium,marsh,clear,1,0,3,1,4,5,1,8,12,6,2,4,0,0,3,1,4,1,89,67,32,0,0,auto,defender,0.685,0.404,defender
B0398,Orenthal League,Selene Dominion,plains,clear,7,3,3,5,0,2,1,1,0,1,4,10,1,2,0,4,4,5,40,60,31,1,0,auto,attacker,0.867,0.439,defender
B0399,Orenthal League,Latian Republic,plains,fog,1,4,5,0,1,0,8,0,15,2,3,4,0,0,0,1,5,2,66,76,45,0,6,auto,defender,0.743,0.431,defender
B0400,Vharn Confederacy,Mareth Imperium,hills,clear,6,8,0,8,1,2,1,0,1,0,6,1,0,0,5,6,1,5,88,55,31,1,22,manual,attacker,0.301,0.691,attacker
B0401,Sable Nomads,Mareth Imperium,plains,fog,1,1,1,1,4,11,1,1,6,1,0,0,8,2,6,1,3,4,88,60,59,0,25,auto,defender,0.388,0.801,attacker
B0402,Sable Nomads,Mareth Imperium,hills,clear,2,3,3,3,1,6,1,5,2,7,0,0,5,3,1,5,2,2,67,83,33,0,6,auto,attacker,0.407,0.843,attacker
B0403,Kessari Riders,Mareth Imperium,marsh,clear,2,0,1,3,3,15,3,0,1,2,8,2,2,6,0,0,2,1,56,56,40,0,0,auto,attacker,0.553,0.817,attacker
B0404,Sable Nomads,Mareth Imperium,plains,clear,0,2,0,3,5,3,4,1,11,2,0,0,2,1,6,0,4,1,54,90,51,0,0,auto,defender,0.857,0.516,defender
B0405,Duskwood Clans,Sable Nomads,forest,clear,0,2,3,1,5,2,0,6,0,1,4,2,3,7,3,0,5,2,69,75,12,0,0,auto,attacker,0.697,0.377,defender
B0406,Mareth Imperium,Vharn Confederacy,river_crossing,clear,5,3,2,2,1,1,6,0,4,2,1,1,9,2,0,3,5,5,82,83,49,1,24,auto,defender,0.493,0.684,attacker
B0407,Selene Dominion,Sable Nomads,hills,clear,1,1,0,6,6,0,3,10,0,4,2,3,4,3,4,0,1,2,45,84,55,0,0,auto,attacker,0.746,0.355,defender
B0408,Selene Dominion,Sable Nomads,plains,clear,10,2,3,2,2,0,0,2,0,3,4,5,1,12,0,0,2,1,64,81,29,0,14,auto,defender,0.859,0.455,defender
B0409,Mareth Imperium,Sable Nomads,forest,clear,1,3,0,1,12,0,7,2,0,1,0,3,4,15,1,1,4,4,68,94,30,0,0,auto,attacker,0.756,0.458,defender
B0410,Mareth Imperium,Kessari Riders,plains,fog,5,3,0,6,3,2,3,0,3,1,0,12,2,1,3,0,2,3,55,78,6,0,0,manual,attacker,0.463,0.689,attacker
B0411,Selene Dominion,Mareth Imperium,forest,clear,1,1,8,2,1,2,3,8,7,4,2,1,3,2,3,1,3,1,58,92,54,0,0,auto,attacker,0.931,0.415,defender
B0412,Duskwood Clans,Kessari Riders,marsh,clear,0,1,0,2,16,3,4,1,3,1,3,5,0,1,13,1,3,3,63,45,43,0,0,manual,attacker,0.636,0.488,defender
B0413,Latian Republic,Selene Dominion,river_crossing,clear,5,3,2,5,10,1,0,1,0,15,0,3,1,1,1,3,3,1,78,75,32,0,0,manual,attacker,0.444,0.649,attacker
B0414,Selene Dominion,Vharn Confederacy,plains,fog,0,8,0,2,2,1,6,6,0,8,3,1,1,1,0,11,1,2,96,70,22,1,19,auto,attacker,0.443,0.789,attacker
B0415,Kessari Riders,Latian Republic,marsh,fog,4,3,1,1,3,4,1,4,7,1,13,3,1,1,1,0,3,3,69,91,0,1,0,manual,defender,0.736,0.402,defender
B0416,Vharn Confederacy,Kessari Riders,hills,rain,2,10,3,2,0,4,2,2,7,3,5,0,5,1,5,0,3,1,57,57,25,0,0,manual,attacker,0.472,0.732,attacker
B0417,Selene Dominion,Duskwood Clans,plains,rain,0,3,0,8,5,4,1,3,0,3,2,1,8,4,10,0,2,3,53,66,17,1,0,auto,defender,0.793,0.319,defender
B0418,Sable Nomads,Orenthal League,river_crossing,clear,0,1,1,6,2,3,6,0,5,1,1,2,4,3,0,5,1,4,93,92,25,0,0,auto,defender,0.598,0.436,defender
B0419,Kessari Riders,Mareth Imperium,river_crossing,clear,1,0,2,0,6,2,3,9,2,1,1,3,11,0,10,4,4,1,58,48,50,0,0,auto,defender,0.623,0.378,defender
B0420,Latian Republic,Mareth Imperium,hills,clear,4,0,1,0,1,9,2,7,2,8,0,0,1,5,9,0,2,1,57,85,8,0,11,manual,attacker,0.818,0.351,defender
B0421,Selene Dominion,Duskwood Clans,forest,rain,0,4,3,4,4,5,0,3,1,0,3,2,4,1,3,5,2,5,83,96,30,0,11,auto,attacker,0.369,0.651,attacker
B0422,Orenthal League,Latian Republic,hills,clear,5,3,0,6,2,2,5,0,9,9,0,3,1,1,1,0,5,3,67,72,50,0,0,auto,attacker,0.578,0.848,attacker
B0423,Duskwood Clans,Vharn Confederacy,forest,clear,6,5,0,1,11,1,2,0,2,1,0,9,4,4,2,1,2,5,49,67,8,0,0,auto,attacker,0.508,0.786,attacker
B0424,Duskwood Clans,Orenthal League,forest,rain,0,0,5,9,5,3,0,0,5,2,0,1,0,12,2,0,5,4,43,65,58,1,0,manual,attacker,0.604,0.255,defender
B0425,Selene Dominion,Vharn Confederacy,forest,rain,5,3,0,5,0,2,2,5,1,15,4,1,0,1,2,0,3,3,44,72,57,1,0,manual,defender,0.652,0.404,defender
B0426,Duskwood Clans,Kessari Riders,forest,clear,5,4,3,1,10,0,0,0,3,1,1,7,0,2,4,7,5,4,79,53,38,0,9,manual,attacker,0.386,0.715,attacker
B0427,Vharn Confederacy,Mareth Imperium,plains,clear,2,5,0,7,0,0,5,2,3,5,1,0,1,0,7,3,4,2,62,41,4,0,12,manual,attacker,0.489,0.818,attacker
B0428,Mareth Imperium,Sable Nomads,marsh,clear,4,1,1,1,5,0,2,7,2,1,1,2,7,2,4,1,1,1,74,67,20,0,0,auto,attacker,0.936,0.497,defender
B0429,Sable Nomads,Selene Dominion,plains,fog,0,10,0,2,2,3,0,3,1,0,2,5,5,0,0,7,4,4,79,84,13,1,9,auto,attacker,0.367,0.653,attacker
B0430,Selene Dominion,Orenthal League,forest,rain,0,0,1,5,3,4,2,10,2,12,0,0,0,11,1,2,2,5,82,88,41,0,14,manual,defender,0.524,0.325,defender
B0431,Latian Republic,Mareth Imperium,marsh,clear,9,2,0,3,2,3,2,1,3,2,1,0,3,2,5,3,5,1,86,60,35,1,0,manual,attacker,0.353,0.647,attacker
B0432,Selene Dominion,Orenthal League,marsh,rain,1,5,0,1,1,0,0,14,3,1,6,0,5,5,2,1,3,4,77,76,74,0,25,auto,attacker,0.772,0.389,defender
B0433,Kessari Riders,Vharn Confederacy,forest,rain,1,3,2,2,14,2,1,0,1,11,0,2,8,1,2,0,3,4,67,71,17,1,8,auto,attacker,0.388,0.66,attacker
B0434,Kessari Riders,Vharn Confederacy,forest,clear,0,1,5,0,4,19,1,1,0,5,0,5,6,1,5,2,3,5,62,50,10,0,0,manual,attacker,0.351,0.799,attacker
B0435,Mareth Imperium,Latian Republic,forest,rain,4,1,0,3,9,1,7,0,9,5,6,0,1,0,0,2,3,1,82,60,26,0,0,auto,attacker,0.777,0.446,defender
B0436,Sable Nomads,Duskwood Clans,river_crossing,rain,0,1,11,1,4,5,5,0,1,0,4,1,2,0,11,3,1,4,54,64,47,1,0,manual,attacker,0.906,0.34,defender
B0437,Mareth Imperium,Latian Republic,forest,clear,1,1,0,4,1,3,12,0,4,1,3,1,1,3,0,8,2,3,90,67,10,0,8,auto,attacker,0.349,0.872,attacker
B0438,Vharn Confederacy,Latian Republic,marsh,clear,7,11,1,0,0,2,0,0,6,1,6,1,4,0,1,3,4,5,40,48,0,0,0,auto,attacker,0.832,0.404,defender
B0439,Kessari Riders,Latian Republic,marsh,clear,0,1,1,2,9,4,0,6,7,5,2,1,3,3,1,2,5,2,75,91,31,0,0,auto,attacker,0.862,0.393,defender
B0440,Selene Dominion,Sable Nomads,hills,fog,4,2,4,1,4,0,0,5,2,1,7,8,1,3,3,4,4,5,62,80,38,0,0,auto,defender,0.703,0.274,defender
B0441,Vharn Confederacy,Selene Dominion,river_crossing,clear,2,8,0,3,0,2,3,5,4,4,4,5,0,0,2,4,3,3,52,76,27,0,0,auto,attacker,0.797,0.385,defender
B0442,Kessari Riders,Mareth Imperium,forest,rain,1,0,1,0,7,7,7,0,2,9,4,0,0,2,2,4,5,3,79,81,22,0,0,auto,attacker,0.774,0.439,defender
B0443,Latian Republic,Kessari Riders,forest,clear,10,0,1,1,3,5,0,3,0,0,2,1,10,7,1,2,5,4,73,100,48,0,24,auto,attacker,0.492,0.718,attacker
B0444,Mareth Imperium,Orenthal League,hills,rain,11,9,0,4,1,1,6,0,0,6,2,4,10,3,0,4,1,1,69,55,52,1,0,manual,attacker,0.467,0.753,attacker
B0445,Sable Nomads,Selene Dominion,forest,fog,3,0,4,6,4,2,0,0,0,5,1,7,3,2,1,7,1,1,80,46,49,1,0,manual,defender,0.569,0.777,attacker
B0446,Mareth Imperium,Duskwood Clans,forest,rain,3,2,1,0,0,4,7,2,4,3,3,3,3,0,7,7,1,2,68,67,40,1,0,auto,defender,0.803,0.327,defender
